exp_id,reading_times,number_of_fixations,fixation_duration,fixation_duration_div_syllable,fixation_duration_div_length,fixation_duration_diff,number_of_fixations_diff,reading_times_diff,y_pred,y_label
1129,1,2,942,314.0,94.2,942,2,1,1,1
1072,2,3,1139,1139.0,379.6666666666667,1139,3,2,1,1
641,0,0,0,0.0,0.0,-623,-2,-1,1,1
630,1,1,261,261.0,130.5,-177,0,0,1,1
585,1,1,370,185.0,46.25,162,0,0,1,1
970,0,0,0,0.0,0.0,-774,-1,-1,1,1
1146,1,1,212,106.0,35.333333333333336,212,1,1,1,1
904,1,1,218,218.0,72.66666666666667,218,1,1,1,1
1151,0,0,0,0.0,0.0,0,0,0,1,1
1129,1,1,244,244.0,30.5,244,1,1,1,1
904,1,2,875,291.6666666666667,109.375,653,1,0,1,1
590,0,0,0,0.0,0.0,-616,-1,-1,1,1
1074,0,0,0,0.0,0.0,-406,-1,-1,1,1
630,0,0,0,0.0,0.0,0,0,0,1,1
1145,1,1,253,253.0,126.5,-210,0,0,1,1
1074,1,1,376,376.0,94.0,-257,-1,0,1,1
597,1,1,424,424.0,106.0,-27,-1,-1,1,1
1091,1,2,707,353.5,141.4,-264,1,0,1,1
641,1,2,611,305.5,87.28571428571429,-24,0,0,1,1
1090,1,2,1534,767.0,191.75,1316,1,0,1,1
1073,1,1,556,556.0,278.0,-1065,-3,-1,1,1
1149,0,0,0,0.0,0.0,-204,-1,-1,1,1
1144,1,2,943,314.3333333333333,104.77777777777776,943,2,1,1,1
1091,0,0,0,0.0,0.0,0,0,0,1,1
972,0,0,0,0.0,0.0,0,0,0,1,1
1073,1,1,700,350.0,100.0,286,0,0,1,1
1149,0,0,0,0.0,0.0,0,0,0,1,1
1149,0,0,0,0.0,0.0,-202,-1,-1,1,1
597,0,0,0,0.0,0.0,0,0,0,1,1
1011,0,0,0,0.0,0.0,-888,-2,-1,1,1
598,1,2,753,753.0,150.6,753,2,1,1,1
1072,0,0,0,0.0,0.0,-804,-2,-1,1,1
1071,1,3,1108,554.0,138.5,1108,3,1,1,1
1144,1,1,210,210.0,52.5,210,1,1,1,1
630,0,0,0,0.0,0.0,0,0,0,1,1
1072,1,1,643,643.0,214.33333333333331,200,-1,0,1,1
965,0,0,0,0.0,0.0,-753,-2,-1,1,1
1144,1,1,565,282.5,70.625,-1100,-4,-1,1,1
1144,1,5,1778,889.0,197.55555555555557,1324,3,-1,1,0
970,0,0,0,0.0,0.0,-1190,-3,-1,1,1
970,2,4,1502,751.0,214.57142857142856,1300,3,1,1,1
903,0,0,0,0.0,0.0,-226,-1,-1,1,1
590,2,3,1057,352.3333333333333,105.7,848,2,1,1,1
1151,0,0,0,0.0,0.0,0,0,0,1,1
1073,2,2,934,311.3333333333333,103.77777777777776,0,0,0,1,1
1144,0,0,0,0.0,0.0,-375,-1,-1,1,1
641,0,0,0,0.0,0.0,-245,-1,-1,1,1
965,1,1,333,333.0,166.5,-737,-2,-1,1,1
1129,0,0,0,0.0,0.0,0,0,0,1,1
641,0,0,0,0.0,0.0,0,0,0,1,1
1072,1,1,699,699.0,99.85714285714286,479,0,0,1,1
1011,1,2,1329,664.5,166.125,1329,2,1,1,1
1090,1,1,717,717.0,239.0,119,0,0,1,1
585,1,1,375,375.0,93.75,43,0,0,1,1
1146,0,0,0,0.0,0.0,-449,-1,-1,1,1
1144,1,1,424,424.0,106.0,-307,-1,0,1,1
598,1,1,209,209.0,52.25,-451,-1,0,1,1
1151,0,0,0,0.0,0.0,-636,-3,-2,1,1
1011,0,0,0,0.0,0.0,-500,-1,-1,1,1
585,0,0,0,0.0,0.0,0,0,0,1,1
641,3,3,1020,510.0,170.0,1020,3,3,1,1
904,1,1,313,156.5,44.71428571428572,313,1,1,1,1
1146,1,1,224,112.0,37.333333333333336,-410,0,0,1,1
1071,0,0,0,0.0,0.0,-835,-3,-2,1,1
1129,0,0,0,0.0,0.0,0,0,0,1,1
1146,1,1,275,275.0,91.66666666666669,275,1,1,1,1
1151,1,1,212,212.0,106.0,212,1,1,1,1
641,2,4,1048,1048.0,209.6,489,3,1,1,1
585,0,0,0,0.0,0.0,0,0,0,1,1
1129,1,2,713,713.0,237.66666666666663,454,1,0,1,1
1011,0,0,0,0.0,0.0,0,0,0,1,1
1071,0,0,0,0.0,0.0,-842,-1,-1,1,1
904,0,0,0,0.0,0.0,-587,-1,-1,1,1
598,0,0,0,0.0,0.0,-1745,-6,-4,1,1
1014,2,3,968,968.0,161.33333333333334,537,1,0,1,1
904,1,2,832,416.0,118.85714285714286,832,2,1,1,1
1090,1,2,849,212.25,77.18181818181819,127,0,0,1,1
1149,0,0,0,0.0,0.0,-535,-2,-2,1,1
630,1,1,220,220.0,55.0,-99,0,0,1,1
1151,1,1,438,438.0,219.0,139,0,0,1,1
972,1,2,909,454.5,151.5,909,2,1,1,1
903,2,2,807,403.5,100.875,807,2,2,1,1
1144,1,1,212,212.0,53.0,212,1,1,1,1
1144,1,2,573,573.0,286.5,-12,1,0,1,1
941,0,0,0,0.0,0.0,-265,-1,-1,1,1
1011,0,0,0,0.0,0.0,-295,-1,-1,1,1
1014,2,2,785,785.0,261.6666666666667,569,1,1,1,1
965,1,1,351,351.0,175.5,351,1,1,1,1
641,1,1,260,260.0,130.0,43,0,0,1,1
641,1,2,651,651.0,93.0,651,2,1,1,1
1149,0,0,0,0.0,0.0,-484,-2,-1,1,1
598,0,0,0,0.0,0.0,-465,-1,-1,1,1
1145,3,4,1683,1683.0,280.5,1448,3,2,1,1
965,0,0,0,0.0,0.0,0,0,0,1,1
598,1,2,1890,1890.0,315.0,1890,2,1,1,1
1072,2,3,1499,1499.0,374.75,1131,2,1,1,1
1129,0,0,0,0.0,0.0,0,0,0,1,1
1074,2,2,801,801.0,267.0,557,1,1,1,1
1074,1,1,547,547.0,136.75,-1561,-5,-2,1,1
1011,0,0,0,0.0,0.0,0,0,0,1,1
1091,1,2,639,213.0,63.9,639,2,1,1,1
1145,0,0,0,0.0,0.0,-200,-1,-1,1,1
904,1,1,376,188.0,47.0,376,1,1,1,1
1011,0,0,0,0.0,0.0,0,0,0,1,1
1145,1,1,217,72.33333333333333,31.0,-3,0,0,1,1
1149,1,1,202,101.0,33.666666666666664,-562,0,0,1,1
1149,1,1,724,724.0,144.8,70,-1,0,1,1
1151,1,1,224,74.66666666666667,28.0,224,1,1,1,1
630,0,0,0,0.0,0.0,0,0,0,1,1
630,1,1,211,211.0,35.166666666666664,-12,0,0,1,1
1129,1,2,549,183.0,54.9,60,0,0,1,1
941,1,1,635,635.0,317.5,635,1,1,1,1
1146,0,0,0,0.0,0.0,-545,-1,-1,1,1
597,3,5,2269,1134.5,252.11111111111111,1417,2,0,1,1
1072,1,1,210,70.0,21.0,-101,0,0,1,1
1091,1,2,580,193.33333333333331,58.0,51,1,0,1,1
903,0,0,0,0.0,0.0,0,0,0,1,1
630,0,0,0,0.0,0.0,-1037,-2,-2,1,1
1071,2,3,1876,469.0,156.33333333333334,0,0,0,1,1
970,1,1,694,231.33333333333331,99.14285714285714,427,0,0,1,1
965,2,2,1066,1066.0,533.0,-89,1,1,1,1
1071,0,0,0,0.0,0.0,0,0,0,1,1
630,1,1,424,424.0,106.0,424,1,1,1,1
941,1,1,394,394.0,56.285714285714285,173,0,0,1,1
1014,1,2,665,665.0,221.66666666666663,665,2,1,1,1
1072,0,0,0,0.0,0.0,-699,-1,-1,1,1
1091,0,0,0,0.0,0.0,0,0,0,1,1
1091,1,2,548,548.0,91.33333333333331,-559,0,0,1,1
1149,0,0,0,0.0,0.0,0,0,0,1,1
1071,1,1,403,134.33333333333334,50.375,196,0,0,1,1
904,0,0,0,0.0,0.0,0,0,0,1,1
1129,1,1,229,76.33333333333333,28.625,-53,0,0,1,1
904,3,4,1820,1820.0,364.0,1062,3,2,1,1
972,1,1,536,536.0,134.0,-169,0,0,1,1
1073,5,6,2438,1219.0,406.3333333333333,-711,2,1,1,1
1011,1,1,201,201.0,67.0,-9,0,0,1,1
1090,1,2,441,441.0,88.2,-1499,-1,-1,1,1
590,1,1,799,799.0,399.5,281,0,0,1,1
1091,1,1,730,730.0,365.0,730,1,1,1,1
1151,0,0,0,0.0,0.0,0,0,0,1,1
590,2,2,440,440.0,88.0,-1346,-2,0,1,1
1011,1,2,851,283.6666666666667,94.55555555555556,644,1,0,1,1
1074,1,2,574,574.0,191.33333333333331,574,2,1,1,1
965,0,0,0,0.0,0.0,0,0,0,1,1
585,1,1,232,232.0,77.33333333333333,-466,0,0,1,1
630,0,0,0,0.0,0.0,0,0,0,1,1
1073,1,2,951,951.0,118.875,951,2,1,1,1
1072,2,2,924,462.0,154.0,41,-1,1,1,1
630,0,0,0,0.0,0.0,-356,-1,-1,1,1
1091,0,0,0,0.0,0.0,0,0,0,1,1
1144,0,0,0,0.0,0.0,-215,-1,-1,1,1
1071,1,1,294,98.0,32.666666666666664,294,1,1,1,1
1074,2,2,851,851.0,425.5,851,2,2,1,1
1090,0,0,0,0.0,0.0,0,0,0,1,1
630,1,2,661,661.0,165.25,156,0,0,1,1
965,2,2,620,620.0,206.66666666666663,620,2,2,1,1
1151,1,1,204,204.0,68.0,204,1,1,1,1
1129,1,1,367,367.0,183.5,-66,0,0,1,1
1071,0,0,0,0.0,0.0,-450,-2,-2,1,1
630,0,0,0,0.0,0.0,-700,-2,-1,1,1
904,0,0,0,0.0,0.0,-221,-1,-1,1,1
972,1,1,203,101.5,29.0,-222,-1,0,1,1
630,1,1,216,216.0,43.2,-20,0,0,1,1
1074,2,2,1380,1380.0,460.0,1054,1,1,1,1
1146,0,0,0,0.0,0.0,-252,-1,-1,1,1
630,0,0,0,0.0,0.0,0,0,0,1,1
1149,1,2,767,767.0,191.75,550,1,0,1,1
1014,1,1,332,83.0,30.181818181818183,-115,-1,0,1,1
585,1,2,591,591.0,197.0,591,2,1,1,1
1014,0,0,0,0.0,0.0,-226,-1,-1,1,1
1145,0,0,0,0.0,0.0,-209,-1,-1,1,1
1071,1,1,373,373.0,186.5,373,1,1,1,1
1149,1,1,329,164.5,54.833333333333336,329,1,1,1,1
641,2,2,473,236.5,67.57142857142857,104,1,1,1,1
1146,1,1,473,473.0,236.5,473,1,1,1,1
1072,0,0,0,0.0,0.0,-1191,-3,-2,1,1
1014,1,1,213,213.0,53.25,213,1,1,1,1
1146,1,1,252,252.0,63.0,28,0,0,1,1
970,0,0,0,0.0,0.0,-265,-1,-1,1,1
1090,1,1,206,103.0,29.428571428571427,-438,0,0,1,1
903,1,2,1000,500.0,142.85714285714286,757,1,0,1,1
1145,0,0,0,0.0,0.0,-222,-1,-1,1,1
970,2,2,511,511.0,102.2,-244,-1,0,1,1
965,1,2,688,688.0,229.33333333333331,688,2,1,1,1
1149,1,1,362,362.0,181.0,-101,0,0,1,1
1129,1,1,212,212.0,70.66666666666667,-144,0,0,1,1
1129,1,1,218,218.0,31.142857142857142,-145,0,0,1,1
1145,1,1,255,85.0,31.875,-378,0,0,1,1
1011,1,2,564,564.0,112.8,564,2,1,1,1
1145,0,0,0,0.0,0.0,0,0,0,1,1
1011,1,1,718,718.0,143.6,718,1,1,1,1
1073,1,1,256,256.0,64.0,256,1,1,1,1
590,1,1,534,267.0,89.0,28,0,0,1,1
1145,0,0,0,0.0,0.0,0,0,0,1,1
970,0,0,0,0.0,0.0,-238,-1,-1,1,1
1090,3,4,1576,788.0,315.2,1185,3,2,1,1
1072,0,0,0,0.0,0.0,-287,-1,-1,1,1
598,0,0,0,0.0,0.0,-1914,-4,-3,1,1
1011,1,2,833,277.6666666666667,92.55555555555556,833,2,1,1,1
641,2,3,1214,1214.0,242.8,1214,3,2,1,1
597,0,0,0,0.0,0.0,0,0,0,1,1
585,0,0,0,0.0,0.0,0,0,0,1,1
641,1,3,763,381.5,109.0,-263,0,-1,1,1
590,1,1,243,243.0,48.6,-513,-1,-1,1,1
598,0,0,0,0.0,0.0,-215,-1,-1,1,1
1149,0,0,0,0.0,0.0,-213,-1,-1,1,1
1071,1,2,738,246.0,92.25,738,2,1,1,1
1145,3,4,1641,547.0,234.42857142857144,-152,-2,-2,1,1
1129,1,1,365,365.0,91.25,-457,-1,0,1,1
1091,1,2,834,417.0,139.0,-732,0,0,1,1
965,1,2,708,708.0,101.14285714285714,708,2,1,1,1
1151,0,0,0,0.0,0.0,-240,-1,-1,1,1
941,1,1,301,301.0,100.33333333333331,54,0,0,1,1
590,1,1,233,233.0,46.6,-46,0,0,1,1
598,0,0,0,0.0,0.0,-674,-1,-1,1,1
1129,0,0,0,0.0,0.0,-463,-2,-1,1,1
1071,1,1,217,217.0,72.33333333333333,-389,0,0,1,1
1091,1,1,567,567.0,189.0,56,-1,-1,1,1
585,1,1,508,169.33333333333334,56.44444444444444,205,0,0,1,1
903,1,1,266,266.0,88.66666666666667,266,1,1,1,1
641,0,0,0,0.0,0.0,-319,-1,-1,1,1
1072,0,0,0,0.0,0.0,0,0,0,1,1
904,0,0,0,0.0,0.0,-221,-1,-1,1,1
1011,1,2,917,305.6666666666667,101.88888888888889,362,1,0,1,1
1014,1,1,202,202.0,101.0,202,1,1,1,1
630,2,2,550,550.0,137.5,323,1,1,1,1
904,1,1,355,355.0,177.5,355,1,1,1,1
1071,0,0,0,0.0,0.0,-1387,-2,-1,1,1
598,1,1,369,184.5,61.5,153,0,0,1,1
1091,0,0,0,0.0,0.0,0,0,0,1,1
1072,4,9,3606,901.5,450.75,3391,8,3,0,1
630,2,2,1116,1116.0,279.0,851,1,1,1,1
1144,2,4,1703,425.75,170.3,1131,3,1,1,1
598,1,1,631,631.0,157.75,306,0,0,1,1
1014,1,2,1312,656.0,218.66666666666663,851,1,0,1,1
1074,1,1,647,323.5,129.4,647,1,1,1,1
972,2,2,847,847.0,282.3333333333333,395,1,1,1,1
1011,1,1,330,165.0,36.66666666666666,330,1,1,1,1
903,1,1,332,332.0,83.0,0,0,0,1,1
1129,0,0,0,0.0,0.0,-449,-2,-1,1,1
941,1,1,261,130.5,29.0,261,1,1,1,1
1151,1,1,244,244.0,122.0,244,1,1,1,1
630,2,3,989,329.6666666666667,109.88888888888889,-463,-1,0,1,1
941,1,2,681,227.0,75.66666666666667,681,2,1,1,1
1149,1,1,222,222.0,74.0,-179,0,0,1,1
1149,1,1,200,200.0,50.0,-12,0,0,1,1
1074,2,2,651,325.5,81.375,651,2,2,1,1
585,0,0,0,0.0,0.0,0,0,0,1,1
630,0,0,0,0.0,0.0,-553,-2,-1,1,1
1129,1,2,579,579.0,96.5,-223,0,0,1,1
1144,1,2,1523,380.75,126.91666666666669,1523,2,1,1,0
598,1,1,368,368.0,184.0,166,0,0,1,1
1144,0,0,0,0.0,0.0,-812,-3,-1,1,1
1073,1,1,558,558.0,93.0,141,0,0,1,1
972,1,2,631,315.5,90.14285714285714,631,2,1,1,1
641,0,0,0,0.0,0.0,0,0,0,1,1
904,0,0,0,0.0,0.0,-238,-1,-1,1,1
597,0,0,0,0.0,0.0,-499,-1,-1,1,1
972,0,0,0,0.0,0.0,-848,-2,-1,1,1
1146,0,0,0,0.0,0.0,-439,-2,-1,1,1
1129,1,2,512,512.0,128.0,512,2,1,1,1
1151,0,0,0,0.0,0.0,0,0,0,1,1
1011,1,1,230,230.0,57.5,230,1,1,1,1
972,1,1,506,506.0,168.66666666666666,506,1,1,1,1
1144,1,4,1958,1958.0,391.6,1958,4,1,1,0
941,1,2,561,280.5,80.14285714285714,319,1,0,1,1
630,0,0,0,0.0,0.0,-948,-2,-1,1,1
1073,4,4,1618,1618.0,809.0,-5883,-7,-3,1,1
1071,0,0,0,0.0,0.0,0,0,0,1,1
1129,0,0,0,0.0,0.0,-1407,-5,-1,1,1
597,1,1,423,423.0,84.6,75,0,0,1,1
904,0,0,0,0.0,0.0,-797,-3,-1,1,1
970,1,1,497,248.5,71.0,497,1,1,1,1
1091,1,1,220,220.0,73.33333333333333,220,1,1,1,1
1129,0,0,0,0.0,0.0,-222,-1,-1,1,1
904,0,0,0,0.0,0.0,0,0,0,1,1
1149,0,0,0,0.0,0.0,0,0,0,1,1
1014,1,1,389,389.0,129.66666666666666,186,0,0,1,1
1145,1,1,236,236.0,118.0,-3,0,0,1,1
1074,1,1,401,200.5,50.125,180,0,0,1,1
903,0,0,0,0.0,0.0,-718,-3,-2,1,1
597,1,1,282,282.0,94.0,-113,0,0,1,1
1073,3,3,1147,573.5,191.16666666666663,-724,-1,-1,1,1
590,0,0,0,0.0,0.0,-606,-1,-1,1,1
970,1,2,809,269.6666666666667,89.88888888888889,269,0,0,1,1
1072,1,1,577,577.0,288.5,181,0,0,1,1
1011,0,0,0,0.0,0.0,-398,-1,-1,1,1
970,0,0,0,0.0,0.0,-407,-1,-1,1,1
965,1,1,247,123.5,30.875,40,0,0,1,1
1074,1,4,1142,380.6666666666667,95.16666666666669,116,2,-1,1,1
630,2,2,1094,1094.0,547.0,281,-1,-1,1,1
1091,0,0,0,0.0,0.0,-837,-3,-1,1,1
1145,1,2,960,960.0,192.0,960,2,1,1,1
1091,0,0,0,0.0,0.0,0,0,0,1,1
1144,0,0,0,0.0,0.0,0,0,0,1,1
630,1,2,652,326.0,108.66666666666669,652,2,1,1,1
903,1,2,507,169.0,63.375,-300,0,-1,1,1
597,0,0,0,0.0,0.0,0,0,0,1,1
1074,1,1,348,348.0,116.0,-287,0,0,1,1
598,1,1,251,251.0,83.66666666666667,-601,-1,0,1,1
941,0,0,0,0.0,0.0,-259,-1,-1,1,1
1129,1,2,897,448.5,149.5,-342,0,0,1,1
1014,1,2,686,171.5,57.16666666666666,686,2,1,1,1
1149,0,0,0,0.0,0.0,-664,-1,-1,1,1
1072,0,0,0,0.0,0.0,-962,-2,-1,1,1
1129,0,0,0,0.0,0.0,0,0,0,1,1
1011,0,0,0,0.0,0.0,0,0,0,1,1
597,1,1,276,92.0,30.666666666666668,-433,-1,-1,1,1
590,1,1,233,233.0,46.6,28,0,0,1,1
1014,1,2,749,249.66666666666663,107.0,749,2,1,1,1
1091,0,0,0,0.0,0.0,0,0,0,1,1
1149,1,1,221,221.0,55.25,-4,0,0,1,1
970,1,1,706,706.0,353.0,706,1,1,1,1
1146,1,1,234,234.0,78.0,-244,0,0,1,1
1014,0,0,0,0.0,0.0,-201,-1,-1,1,1
1072,2,3,1191,595.5,132.33333333333334,247,0,-1,1,1
1074,1,1,297,297.0,42.42857142857143,-601,-2,-1,1,1
1072,0,0,0,0.0,0.0,0,0,0,1,1
1072,1,1,458,152.66666666666666,45.8,-262,-1,0,1,1
1071,0,0,0,0.0,0.0,0,0,0,1,1
1072,0,0,0,0.0,0.0,-211,-1,-1,1,1
597,0,0,0,0.0,0.0,-215,-1,-1,1,1
1144,1,2,872,872.0,290.6666666666667,872,2,1,1,1
941,1,1,272,272.0,136.0,-101,0,0,1,1
970,1,2,860,430.0,172.0,551,1,0,1,1
1011,0,0,0,0.0,0.0,0,0,0,1,1
597,0,0,0,0.0,0.0,0,0,0,1,1
904,2,2,544,544.0,60.44444444444444,-92,0,1,1,1
598,0,0,0,0.0,0.0,-527,-1,-1,1,1
1129,0,0,0,0.0,0.0,-531,-1,-1,1,1
1074,1,1,599,599.0,199.66666666666663,-781,-1,-1,1,1
1014,1,1,276,276.0,69.0,72,0,0,1,1
1090,0,0,0,0.0,0.0,-1069,-3,-2,1,1
904,1,1,385,192.5,77.0,-538,-1,-1,1,0
1072,1,3,1238,619.0,206.33333333333331,417,1,0,1,1
1146,1,1,478,478.0,119.5,204,0,0,1,1
1145,1,1,306,306.0,61.2,-422,0,0,1,1
1145,1,2,708,354.0,101.14285714285714,708,2,1,1,1
630,0,0,0,0.0,0.0,0,0,0,1,1
585,1,1,207,207.0,69.0,-258,0,0,1,1
904,1,1,288,96.0,36.0,58,0,0,1,1
972,0,0,0,0.0,0.0,0,0,0,1,1
598,1,1,300,300.0,75.0,300,1,1,1,1
585,0,0,0,0.0,0.0,0,0,0,1,1
1011,1,1,439,439.0,73.16666666666667,-457,-1,0,1,1
1011,0,0,0,0.0,0.0,0,0,0,1,1
590,0,0,0,0.0,0.0,-1676,-5,-3,1,1
1011,1,1,336,336.0,336.0,114,0,0,1,1
641,1,2,623,623.0,155.75,-411,0,-1,1,1
641,1,1,552,552.0,138.0,552,1,1,1,1
904,0,0,0,0.0,0.0,0,0,0,1,1
641,1,1,319,106.33333333333331,31.9,-30,0,0,1,1
1014,2,3,768,256.0,85.33333333333333,349,1,1,1,1
903,1,1,793,793.0,198.25,793,1,1,1,0
1145,1,1,205,68.33333333333333,20.5,0,0,0,1,1
970,2,4,1560,1560.0,390.0,1342,3,1,1,1
904,0,0,0,0.0,0.0,0,0,0,1,1
1146,0,0,0,0.0,0.0,-864,-2,-1,1,1
1090,1,1,871,435.5,108.875,651,0,0,1,1
1071,1,2,668,668.0,167.0,-1681,-4,-2,1,1
1146,0,0,0,0.0,0.0,-742,-2,-1,1,1
1072,2,3,1272,254.4,115.63636363636364,960,2,1,1,1
1145,1,1,211,211.0,70.33333333333333,-546,0,0,1,1
1074,3,4,1240,620.0,206.66666666666663,1240,4,3,1,1
597,0,0,0,0.0,0.0,-897,-1,-1,1,1
970,0,0,0,0.0,0.0,-728,-1,-1,1,1
597,1,1,489,97.8,48.9,-817,-1,-1,1,1
630,1,1,438,438.0,73.0,-36,0,0,1,1
598,1,2,534,133.5,53.4,534,2,1,1,1
1129,1,2,1386,693.0,231.0,1386,2,1,1,1
1014,0,0,0,0.0,0.0,0,0,0,1,1
1151,1,1,214,214.0,107.0,-1286,-3,0,1,1
904,0,0,0,0.0,0.0,-782,-1,-1,1,1
630,2,3,1238,1238.0,247.6,1238,3,2,1,1
598,1,1,431,431.0,215.5,-292,-1,0,1,1
1011,1,1,253,253.0,63.25,32,0,0,1,1
1129,1,1,209,104.5,34.833333333333336,209,1,1,1,1
590,1,1,398,398.0,199.0,398,1,1,1,1
641,2,2,685,685.0,342.5,-120,0,0,1,1
903,1,1,545,545.0,181.66666666666663,545,1,1,1,1
1146,1,1,211,211.0,42.2,211,1,1,1,1
1073,1,2,913,913.0,228.25,913,2,1,1,1
1073,2,2,710,355.0,118.33333333333331,100,1,1,1,1
1074,1,2,583,194.33333333333331,58.3,-226,-1,-1,1,1
1151,0,0,0,0.0,0.0,-1098,-1,-1,1,1
1091,0,0,0,0.0,0.0,-401,-1,-1,1,1
1144,0,0,0,0.0,0.0,0,0,0,1,1
630,0,0,0,0.0,0.0,0,0,0,1,1
904,3,3,1105,1105.0,276.25,1105,3,3,1,1
904,1,1,204,204.0,68.0,-369,0,0,1,1
1011,1,2,430,107.5,43.0,430,2,1,1,1
970,1,1,222,222.0,55.5,-928,-2,0,1,1
1129,1,2,754,251.33333333333331,94.25,-168,0,0,1,1
1072,0,0,0,0.0,0.0,0,0,0,1,1
1014,0,0,0,0.0,0.0,-531,-2,-1,1,1
1073,0,0,0,0.0,0.0,-1412,-3,-1,1,1
641,0,0,0,0.0,0.0,-1075,-2,-1,1,1
630,1,1,264,264.0,88.0,-732,-1,0,1,1
630,0,0,0,0.0,0.0,-859,-2,-1,1,1
630,0,0,0,0.0,0.0,-984,-1,-1,1,1
970,1,1,212,212.0,106.0,-1430,-1,0,1,1
1071,1,3,1388,1388.0,277.6,1130,2,0,1,1
630,1,1,473,473.0,118.25,473,1,1,1,1
1129,0,0,0,0.0,0.0,0,0,0,1,1
1146,1,1,227,227.0,113.5,-886,-2,0,1,1
1073,2,2,772,772.0,386.0,-1433,-2,-2,1,1
941,1,1,205,205.0,51.25,205,1,1,1,1
941,1,1,222,222.0,74.0,16,0,0,1,1
1145,1,1,357,178.5,39.66666666666666,136,0,0,1,1
1149,1,2,533,533.0,177.66666666666666,533,2,1,1,1
965,1,1,450,450.0,112.5,124,0,0,1,1
1072,1,2,530,176.66666666666666,53.0,530,2,1,1,1
597,1,1,342,342.0,57.0,342,1,1,1,1
597,1,1,215,215.0,35.833333333333336,-313,-1,-1,1,1
590,0,0,0,0.0,0.0,0,0,0,1,1
630,1,1,273,273.0,91.0,273,1,1,1,1
1146,0,0,0,0.0,0.0,0,0,0,1,1
1074,1,1,313,156.5,34.77777777777778,-138,0,0,1,1
1129,0,0,0,0.0,0.0,0,0,0,1,1
965,1,1,218,218.0,218.0,218,1,1,1,1
1145,1,1,295,295.0,98.33333333333331,-161,0,0,1,1
972,1,1,679,679.0,169.75,679,1,1,1,1
630,0,0,0,0.0,0.0,0,0,0,1,1
965,1,1,209,52.25,23.22222222222222,-286,0,0,1,1
1073,1,1,237,237.0,79.0,-908,-1,0,1,1
641,0,0,0,0.0,0.0,0,0,0,1,1
904,2,2,434,434.0,108.5,434,2,2,1,1
598,0,0,0,0.0,0.0,-323,-1,-1,1,1
1071,0,0,0,0.0,0.0,0,0,0,1,1
941,0,0,0,0.0,0.0,0,0,0,1,1
1146,0,0,0,0.0,0.0,-217,-1,-1,1,1
970,1,1,507,507.0,126.75,-8,0,0,1,1
972,1,1,372,372.0,186.0,-537,-1,0,1,1
598,0,0,0,0.0,0.0,0,0,0,1,1
1145,1,2,1051,1051.0,210.2,343,0,0,1,1
1073,0,0,0,0.0,0.0,-1575,-2,-2,1,1
630,1,2,568,113.6,37.86666666666667,568,2,1,1,1
1014,0,0,0,0.0,0.0,-276,-1,-1,1,1
941,0,0,0,0.0,0.0,0,0,0,1,1
903,0,0,0,0.0,0.0,-218,-1,-1,1,1
590,0,0,0,0.0,0.0,-2970,-5,-2,1,1
597,1,1,475,475.0,118.75,475,1,1,1,1
1146,1,1,222,222.0,55.5,-56,0,0,1,1
1129,0,0,0,0.0,0.0,0,0,0,1,1
1091,0,0,0,0.0,0.0,0,0,0,1,1
1014,1,1,240,120.0,48.0,-99,0,0,1,1
1011,0,0,0,0.0,0.0,0,0,0,1,1
1011,1,1,500,250.0,83.33333333333333,279,0,0,1,1
1090,4,9,5112,1022.4,464.7272727272728,4143,6,1,0,1
1149,0,0,0,0.0,0.0,0,0,0,1,1
590,1,1,210,210.0,52.5,-659,-1,-1,1,1
1129,1,1,308,308.0,154.0,308,1,1,1,1
1014,2,3,790,790.0,197.5,790,3,2,1,1
965,0,0,0,0.0,0.0,0,0,0,1,1
630,0,0,0,0.0,0.0,0,0,0,1,1
965,0,0,0,0.0,0.0,0,0,0,1,1
1072,0,0,0,0.0,0.0,-488,-1,-1,1,1
590,0,0,0,0.0,0.0,0,0,0,1,1
970,1,1,456,456.0,228.0,456,1,1,1,1
590,1,1,305,305.0,61.0,305,1,1,1,1
1011,1,1,252,252.0,84.0,12,0,0,1,1
970,2,2,578,289.0,72.25,318,1,1,1,1
598,1,2,998,998.0,142.57142857142858,998,2,1,1,1
1072,3,6,2217,554.25,184.75,-362,-1,0,1,1
630,1,1,256,256.0,128.0,-874,-2,-1,1,1
1090,0,0,0,0.0,0.0,-249,-1,-1,1,0
1073,1,2,1189,594.5,169.85714285714286,-820,-1,0,1,1
1129,1,1,222,222.0,37.0,-208,-1,0,1,1
1149,1,1,744,744.0,148.8,414,0,0,1,1
903,1,1,514,514.0,171.33333333333334,308,0,0,1,1
641,1,3,774,193.5,64.5,243,1,0,1,1
970,0,0,0,0.0,0.0,-431,-1,-1,1,1
1071,1,1,374,374.0,74.8,374,1,1,1,1
1073,2,2,1840,1840.0,460.0,-1043,-4,-1,1,1
1071,1,2,525,131.25,58.333333333333336,525,2,1,1,1
598,1,1,209,69.66666666666667,23.22222222222222,209,1,1,1,1
1074,0,0,0,0.0,0.0,-845,-2,-1,1,1
1011,2,3,1353,338.25,169.125,242,0,0,1,1
598,0,0,0,0.0,0.0,0,0,0,1,1
598,0,0,0,0.0,0.0,-222,-1,-1,1,1
904,1,1,373,124.33333333333331,37.3,373,1,1,1,1
1071,0,0,0,0.0,0.0,-1001,-1,-1,1,1
